Compound,Compound name,Compound aliases,Chemical class,Core level,Binding energy (eV),Uncertainty (eV),Peak assignment,Reference,DOI,Calibration
LEMC,Lithium ethylene monocarbonate,HOCH2CH2OCO2Li,alkali; carbonate,O 1s,533.2,0.2,CO,52,10.1038/s41557-019-0304-z,C 1s (C-C/C-H) = 284.8 eV
LEDC,Lithium ethylene dicarbonate,(CH2OCO2Li)2; LiOCO2CH2CH2OCO2Li,alkali; carbonate,Li 1s,55.4,0.2,Li⁺,52,10.1038/s41557-019-0304-z,C 1s (C-C/C-H) = 284.8 eV
LEDC,Lithium ethylene dicarbonate,(CH2OCO2Li)2; LiOCO2CH2CH2OCO2Li,alkali; carbonate,C 1s,286.6,0.2,CO,52,10.1038/s41557-019-0304-z,C 1s (C-C/C-H) = 284.8 eV
LEDC,Lithium ethylene dicarbonate,(CH2OCO2Li)2; LiOCO2CH2CH2OCO2Li,alkali; carbonate,C 1s,290.0,0.2,CO₃,52,10.1038/s41557-019-0304-z,C 1s (C-C/C-H) = 284.8 eV
LEDC,Lithium ethylene dicarbonate,(CH2OCO2Li)2; LiOCO2CH2CH2OCO2Li,alkali; carbonate,O 1s,531.8,0.2,CO₃,52,10.1038/s41557-019-0304-z,C 1s (C-C/C-H) = 284.8 eV
LEDC,Lithium ethylene dicarbonate,(CH2OCO2Li)2; LiOCO2CH2CH2OCO2Li,alkali; carbonate,O 1s,533.3,0.2,CO,52,10.1038/s41557-019-0304-z,C 1s (C-C/C-H) = 284.8 eV
Li2O2,Lithium peroxide,,alkali; peroxide,Li 1s,54.5,0.2,Li⁺,53,10.1021/cm303226g,C 1s (C-C/C-H) = 285.0 eV
Li2O2,Lithium peroxide,,alkali; peroxide,O 1s,531.5,0.2,O₂²⁻,53,10.1021/cm303226g,C 1s (C-C/C-H) = 285.0 eV
Au-S-alkyl,gold-bound alkylthiolate,alkanethiolate on gold; alkylthiolate SAM,thiol; thin film,S 2p3/2,162.0,0.2,Au-S (thiolate),54; 55; 56,10.1021/la960465w; 10.1021/jp9935337; 10.1021/acs.jpcc.1c06984,Au 4f7/2 = 84.0 eV; C 1s (C-C/C-H) = 284.6 eV; Au 4f7/2 = 84.0 eV
Au-S-aryl,gold-bound aromatic thiolate,aromatic thiolate on gold; arylthiolate SAM,thiol; thin film,S 2p3/2,162.0,0.1,Au-S (thiolate),56,10.1021/acs.jpcc.1c06984,Au 4f7/2 = 84.0 eV
R-SH,unbound alkanethiol,free thiol; alkanethiol,thiol,S 2p3/2,163.5,0.2,S-H (thiol),54,10.1021/la960465w,Au 4f7/2 = 84.0 eV
TMS,Trimethylene sulfate,"1,3,2-Dioxathiane 2,2-dioxide; C3H6O4S",sulfonyl; sulfur ring,S 2p3/2,169.0,0.1,sulfate ester,57,10.1021/jp509731y,C 1s (C=C) = 284.5 eV
DTD,Ethylene sulfate,"1,3,2-Dioxathiolane 2,2-dioxide; C2H4O4S",sulfonyl; sulfur ring,S 2p3/2,169.0,0.1,sulfate ester,57,10.1021/jp509731y,C 1s (C=C) = 284.5 eV
LiFePO4,lithium iron phosphate,LFP,alkali; phosphate,Fe 2p3/2,710.5,0.15,Fe²⁺ (red.),58,10.1021/jp106631v,C 1s (C-C/C-H) = 285.0 eV
LiFePO4,lithium iron phosphate,LFP,alkali; phosphate,Fe 2p3/2,712.5,0.15,Fe³⁺ (ox.),58,10.1021/jp106631v,C 1s (C-C/C-H) = 285.0 eV
Carbon black,carbon black,CB; conductive carbon black; thermal carbon black,element,C 1s,284.4,0.1,C sp²,59; 60,10.1016/S0008-6223(00)00239-6; 10.1016/S0169-4332(03)00550-6,C 1s (C sp²) = 284.4 eV; Not reported
Carbon black,carbon black,CB; conductive carbon black; thermal carbon black,element,C 1s,285.9,0.2,C-O,59; 60,10.1016/S0008-6223(00)00239-6; 10.1016/S0169-4332(03)00550-6,C 1s (C sp²) = 284.4 eV; Not reported
Carbon black,carbon black,CB; conductive carbon black; thermal carbon black,element,C 1s,287.4,0.2,C=O,59; 60,10.1016/S0008-6223(00)00239-6; 10.1016/S0169-4332(03)00550-6,C 1s (C sp²) = 284.4 eV; Not reported
Carbon black,carbon black,CB; conductive carbon black; thermal carbon black,element,C 1s,288.9,0.2,"COOH, COOR",59; 60,10.1016/S0008-6223(00)00239-6; 10.1016/S0169-4332(03)00550-6,C 1s (C sp²) = 284.4 eV; Not reported
Carbon black,carbon black,CB; conductive carbon black; thermal carbon black,element,C 1s,290.7,0.3,π–π*,59; 60,10.1016/S0008-6223(00)00239-6; 10.1016/S0169-4332(03)00550-6,C 1s (C sp²) = 284.4 eV; Not reported
Carbon black,carbon black,CB; conductive carbon black; thermal carbon black,element,O 1s,531.2,0.2,C=O,59; 60,10.1016/S0008-6223(00)00239-6; 10.1016/S0169-4332(03)00550-6,C 1s (C sp²) = 284.4 eV; Not reported
Carbon black,carbon black,CB; conductive carbon black; thermal carbon black,element,O 1s,532.9,0.2,C-O,59; 60,10.1016/S0008-6223(00)00239-6; 10.1016/S0169-4332(03)00550-6,C 1s (C sp²) = 284.4 eV; Not reported
